2020-09-21 15:30:36,075 - INFO - #####################################
2020-09-21 15:30:36,078 - INFO - ############Start Training###########
2020-09-21 15:30:36,078 - INFO - #####################################
2020-09-21 15:41:42,183 - INFO - Env 00, Goal (-00.7, -06.1), Episode 00080, setp 152, Reward -0.6 , Distance 009.5, Time out
2020-09-21 15:41:44,120 - INFO - ########################## model saved when update 60 times#########################
2020-09-21 15:41:44,121 - INFO - Env 00, Goal (002.4, -08.1), Episode 00081, setp 152, Reward 14.7 , Distance 009.3, Time out
2020-09-21 15:41:46,025 - INFO - Env 00, Goal (004.3, 006.1), Episode 00082, setp 152, Reward 0.2  , Distance 009.6, Time out
2020-09-21 15:41:48,405 - INFO - Env 00, Goal (006.0, 001.7), Episode 00083, setp 152, Reward 21.3 , Distance 009.5, Time out
2020-09-21 15:41:48,497 - INFO - Env 00, Goal (005.4, -05.3), Episode 00084, setp 002, Reward -15.0, Distance 008.2, Crashed
2020-09-21 15:41:50,461 - INFO - Env 00, Goal (-04.7, -05.2), Episode 00085, setp 152, Reward -2.7 , Distance 008.6, Time out
2020-09-21 15:41:52,373 - INFO - Env 00, Goal (006.2, -02.3), Episode 00086, setp 152, Reward 16.6 , Distance 008.5, Time out
2020-09-21 15:41:54,136 - INFO - Env 00, Goal (-03.4, -00.2), Episode 00087, setp 152, Reward 12.2 , Distance 008.5, Time out
2020-09-21 15:41:54,193 - INFO - Env 00, Goal (004.7, -03.7), Episode 00088, setp 003, Reward -15.0, Distance 009.0, Crashed
2020-09-21 15:41:56,093 - INFO - Env 00, Goal (007.4, 002.7), Episode 00089, setp 152, Reward 2.1  , Distance 009.6, Time out
2020-09-21 15:41:58,125 - INFO - Env 00, Goal (001.4, 006.8), Episode 00090, setp 152, Reward 13.8 , Distance 010.0, Time out
2020-09-21 15:42:00,045 - INFO - Env 00, Goal (002.3, 005.8), Episode 00091, setp 152, Reward 12.1 , Distance 009.7, Time out
2020-09-21 15:42:02,005 - INFO - Env 00, Goal (002.2, 002.7), Episode 00092, setp 152, Reward 18.4 , Distance 008.1, Time out
2020-09-21 15:42:04,002 - INFO - Env 00, Goal (-06.2, 003.8), Episode 00093, setp 152, Reward 15.9 , Distance 008.3, Time out
2020-09-21 15:42:04,063 - INFO - Env 00, Goal (-03.8, -06.8), Episode 00094, setp 002, Reward -15.0, Distance 008.0, Crashed
2020-09-21 15:42:04,136 - INFO - Env 00, Goal (-05.1, -06.4), Episode 00095, setp 003, Reward -15.2, Distance 008.8, Crashed
2020-09-21 15:42:05,912 - INFO - Env 00, Goal (-04.3, 002.4), Episode 00096, setp 152, Reward 3.6  , Distance 008.7, Time out
2020-09-21 15:42:07,767 - INFO - Env 00, Goal (-03.8, 007.6), Episode 00097, setp 152, Reward 1.2  , Distance 008.1, Time out
2020-09-21 15:42:09,718 - INFO - Env 00, Goal (-02.5, 007.0), Episode 00098, setp 152, Reward 16.4 , Distance 009.3, Time out
2020-09-21 15:42:11,783 - INFO - Env 00, Goal (007.6, -02.1), Episode 00099, setp 152, Reward 16.1 , Distance 009.2, Time out
2020-09-21 15:42:13,737 - INFO - Env 00, Goal (-01.0, -03.8), Episode 00100, setp 152, Reward 12.0 , Distance 009.7, Time out
2020-09-21 15:42:15,433 - INFO - Env 00, Goal (-02.3, 000.5), Episode 00101, setp 152, Reward 19.7 , Distance 009.7, Time out
2020-09-21 15:42:17,191 - INFO - ########################## model saved when update 80 times#########################
2020-09-21 15:42:17,192 - INFO - Env 00, Goal (-04.3, 007.7), Episode 00102, setp 152, Reward 5.8  , Distance 009.8, Time out
2020-09-21 15:42:18,852 - INFO - Env 00, Goal (008.3, 003.4), Episode 00103, setp 122, Reward 34.0 , Distance 008.1, Reach Goal
2020-09-21 15:42:20,743 - INFO - Env 00, Goal (-00.8, -00.8), Episode 00104, setp 152, Reward 11.5 , Distance 008.2, Time out
2020-09-21 15:42:22,653 - INFO - Env 00, Goal (002.2, -05.4), Episode 00105, setp 152, Reward 13.7 , Distance 008.9, Time out
2020-09-21 15:42:24,379 - INFO - Env 00, Goal (003.2, 002.0), Episode 00106, setp 131, Reward -20.8, Distance 009.2, Crashed
2020-09-21 15:42:26,274 - INFO - Env 00, Goal (003.5, -05.7), Episode 00107, setp 152, Reward 14.4 , Distance 008.7, Time out
2020-09-21 15:42:26,433 - INFO - Env 00, Goal (-03.7, 002.8), Episode 00108, setp 009, Reward -14.6, Distance 009.3, Crashed
